UID,MAE,RMSE
141369,1.5796890258789062,2.064459800720215
117840,0.5579622983932495,0.723912239074707
69603,0.7344119548797607,0.9587871432304382
99492,0.704704999923706,0.8722313046455383
63490,0.6477511525154114,0.8459557890892029
25613,1.031311273574829,1.3189440965652466
105071,0.5732085704803467,0.7373469471931458
123167,0.6824154853820801,0.968017578125
61314,0.6361503601074219,0.833191990852356
80107,0.8441708087921143,0.9256740212440491
168656,0.7949032783508301,1.0363723039627075
6130,0.7672739028930664,0.9776839017868042
153073,0.4614398181438446,0.7992992997169495
149269,1.0799092054367065,1.287571668624878
87396,1.0185950994491577,1.221484661102295
175029,1.1977747678756714,1.4477356672286987
54891,0.5380784869194031,0.6593730449676514
43285,0.6646619439125061,0.821945309638977
94997,0.5773419737815857,0.7967900633811951
146764,0.6553083062171936,0.7635908126831055
171852,0.5660818815231323,0.6806018352508545
62671,0.7115363478660583,0.9832572340965271
26173,0.536850094795227,0.6738240718841553
111001,0.7972108721733093,1.0284092426300049
169913,0.777780294418335,0.9328907132148743
48922,0.7234850525856018,0.9112817049026489
103895,0.688849925994873,0.8809306025505066
129491,1.1098639965057373,1.3768651485443115
158181,0.5914971232414246,0.8341846466064453
90185,0.9033125042915344,1.0070966482162476
144028,0.558122992515564,0.705634593963623
62712,0.9932929277420044,1.1836106777191162
48571,1.4676158428192139,1.6651891469955444
2946,1.128679633140564,1.4624472856521606
19181,0.8251830339431763,1.0121874809265137
154719,0.5460196733474731,0.6758553385734558
92182,0.7000042200088501,0.9072772860527039
177844,0.6962181925773621,0.9130843877792358
74304,0.6780472993850708,0.7994865775108337
28314,0.6189666390419006,0.7741185426712036
99782,0.9588120579719543,1.2000638246536255
14743,0.6528165340423584,0.7868601083755493
55446,0.5841864943504333,0.7684424519538879
68924,0.6438882946968079,0.8065110445022583
105790,0.8693276047706604,1.3710168600082397
180709,0.6242262721061707,0.8439987301826477
73922,0.7657671570777893,0.9720141291618347
5275,0.6134297251701355,0.7583572268486023
52373,0.6288907527923584,0.8110528588294983
149031,0.8446736335754395,0.8974524140357971
150624,1.6537892818450928,1.89293372631073
107236,0.965938150882721,1.169516921043396
15800,0.8677676916122437,1.0180001258850098
117874,0.5462923049926758,0.6999550461769104
152758,0.7012370824813843,0.8575799465179443
95639,0.9442468285560608,1.0915518999099731
100777,0.6502310633659363,0.7008836269378662
9639,0.672540009021759,0.7615106701850891
141996,1.159122347831726,1.612572431564331
78289,0.9887036085128784,1.327030897140503
174573,1.1027120351791382,1.2999318838119507
148523,0.6993050575256348,0.8959853053092957
86505,0.8284726142883301,1.0709916353225708
42961,1.3500759601593018,1.7132543325424194
46123,1.1984130144119263,1.481014370918274
174334,0.596154510974884,0.7385641932487488
111042,0.9465535283088684,1.463926076889038
124282,1.2882498502731323,1.4244447946548462
78710,0.6594620943069458,0.8481879234313965
103125,0.9325405955314636,1.1198515892028809
37827,0.9030422568321228,1.05403470993042
92797,1.0209063291549683,1.4024134874343872
135815,0.5142284631729126,0.6560651659965515
73569,0.6271065473556519,0.941910445690155
98860,0.695827066898346,0.8241925835609436
18407,0.7569533586502075,1.0076427459716797
162771,0.4645329713821411,0.6710676550865173
166844,1.209267020225525,1.325749397277832
156634,0.8809184432029724,1.1276572942733765
178166,0.6669328808784485,0.8499443531036377
54522,0.9041110277175903,1.0862714052200317
7211,1.2117369174957275,1.6574913263320923
71457,0.814401388168335,0.9309341907501221
54771,0.8208480477333069,1.2781150341033936
14060,0.9431579113006592,1.1362030506134033
23233,0.9154948592185974,1.2306263446807861
125911,1.4181715250015259,1.592672348022461
3555,0.5533201098442078,0.8099450469017029
14812,1.0169895887374878,1.2530757188796997
156652,0.5405544638633728,0.8147223591804504
58889,0.6447710394859314,0.7504865527153015
26495,0.6292927265167236,0.7940473556518555
19937,0.6228594183921814,0.6609087586402893
173291,0.7717131972312927,0.9566482305526733
44201,0.5721490383148193,0.7067089080810547
59531,1.0198497772216797,1.2726376056671143
40288,1.2561578750610352,1.4945838451385498
38697,0.6319825053215027,0.7876049876213074
46296,1.3133996725082397,1.5787615776062012
88583,0.8547588586807251,1.1147665977478027
70290,1.1632779836654663,1.5707095861434937
179858,0.7200111746788025,0.9286722540855408
92534,0.6401746273040771,0.7568689584732056
51045,0.8092342615127563,0.9991682171821594
116952,0.5642659068107605,0.6665992140769958
105280,1.9247956275939941,2.4988532066345215
73930,0.6199262142181396,0.8309438228607178
99172,0.6317890882492065,0.770537793636322
171885,0.5232182145118713,0.655572772026062
73863,0.8908167481422424,1.227177619934082
71044,0.8903490900993347,1.1143728494644165
119588,1.156442403793335,1.4496514797210693
170700,0.9428224563598633,1.2504916191101074
101977,0.8530479073524475,0.9989787936210632
72708,0.7378063797950745,0.9572267532348633
152685,0.8471363186836243,1.1978482007980347
75069,0.7611672282218933,0.9482919573783875
67490,1.050824761390686,1.291136384010315
21520,0.7578424215316772,0.9234100580215454
14748,1.288905143737793,1.5215765237808228
75329,1.539111614227295,1.727519154548645
61585,0.4823555648326874,0.6511369347572327
136620,0.4723108410835266,0.5363291501998901
67679,1.2180911302566528,1.6333931684494019
22570,0.6464831233024597,0.7981311678886414
111216,0.9796227216720581,1.1598927974700928
57923,1.30110764503479,1.5944724082946777
