UID,MAE,RMSE
87802,0.7373399138450623,0.94968581199646
104990,0.5810720920562744,0.7302583456039429
7380,0.6823339462280273,0.8027321696281433
33385,0.49125799536705017,0.678912341594696
70640,0.6805109977722168,0.8263548612594604
61045,0.7283449769020081,0.8237535953521729
32356,0.931199848651886,1.2053000926971436
106006,0.5023446083068848,0.6849867701530457
51441,0.8400874733924866,1.0026533603668213
66873,0.6004316806793213,0.7878754734992981
110100,0.8640004396438599,1.0515323877334595
20194,1.0226662158966064,1.3447757959365845
69193,0.7275273203849792,0.8516724705696106
9242,0.7455127239227295,0.8458622097969055
127835,0.7211384177207947,0.8999024033546448
44488,0.7611393928527832,0.9905977845191956
36936,1.1509162187576294,1.4399758577346802
64103,0.7213653326034546,0.8208085298538208
11429,0.6986907720565796,0.8587957620620728
29943,0.7566425204277039,0.9751131534576416
99036,0.6428040266036987,0.7764920592308044
11881,0.8763979077339172,1.050409197807312
6993,0.8892476558685303,1.1609513759613037
38998,0.7761967182159424,0.8547273874282837
95740,0.66444331407547,0.85638827085495
103199,0.6444425582885742,0.8106034398078918
95726,0.964197039604187,1.189115285873413
44002,0.8510316014289856,0.97676020860672
15064,0.6348742842674255,0.8433732986450195
66641,0.8998740315437317,0.9967671036720276
115267,0.5996514558792114,0.7350332140922546
15842,0.5250524282455444,0.6076915860176086
96998,0.9039396047592163,1.0623738765716553
104542,1.2496246099472046,1.4152259826660156
118031,1.1563392877578735,1.4699697494506836
12178,0.6343859434127808,0.781428873538971
84703,0.4579450786113739,0.5448997020721436
67774,0.9934713244438171,1.231809139251709
37890,1.180654525756836,1.5171082019805908
25143,0.7279231548309326,0.8970693945884705
58014,0.9180434346199036,1.047814130783081
132516,1.5385328531265259,1.8974847793579102
15047,0.7714054584503174,0.8845744132995605
29094,0.7768830060958862,1.026607871055603
43534,0.7016624212265015,0.9303882122039795
76784,0.783257246017456,0.9737600088119507
119164,1.3167083263397217,1.4200654029846191
509,1.1284605264663696,1.4023438692092896
88389,0.5756372213363647,0.6145341396331787
92707,1.0602877140045166,1.368963599205017
87624,0.9066190719604492,1.020559549331665
82105,1.348642110824585,1.4758018255233765
83848,0.9429948329925537,1.1654858589172363
121006,0.41559725999832153,0.5317666530609131
22362,0.8953519463539124,1.1176422834396362
129635,0.9278039932250977,1.2236170768737793
10185,0.42940160632133484,0.5704637765884399
