UID,MAE,RMSE
161341,1.4158703088760376,2.320382833480835
81565,0.5984857678413391,0.7985061407089233
89386,1.2770205736160278,1.9165334701538086
2126,3.3240575790405273,3.826643466949463
180750,3.213222026824951,3.822495937347412
256,5.265738487243652,5.29617166519165
78450,1.658642292022705,2.3773350715637207
31641,3.198873996734619,3.5055928230285645
14854,2.606572389602661,4.046473979949951
42759,2.3328702449798584,2.9852676391601562
188777,1.218630313873291,1.4782034158706665
183240,3.464430093765259,4.306541442871094
194612,3.280088424682617,4.281117916107178
9498,2.6063711643218994,3.274780035018921
54891,3.803222179412842,4.542387962341309
108873,0.9428983926773071,1.4527058601379395
157955,1.3051908016204834,1.7662192583084106
185895,1.5553802251815796,1.7508351802825928
154322,1.3053561449050903,1.5755562782287598
17028,1.420068383216858,1.9375808238983154
184923,1.351511836051941,1.6419687271118164
45434,2.7236168384552,3.357811689376831
125582,2.125739336013794,2.9684853553771973
37176,1.0928714275360107,1.4155625104904175
43060,2.0943117141723633,3.291320323944092
109431,2.726464033126831,2.9881951808929443
115263,2.2798829078674316,2.596794843673706
99549,2.1687746047973633,2.9922735691070557
123487,2.5746915340423584,3.333667039871216
132862,3.185411214828491,3.8164784908294678
14744,1.68667471408844,2.542573928833008
188623,3.4152798652648926,4.09692907333374
103603,2.0961356163024902,2.8613903522491455
121773,1.6985071897506714,2.6332244873046875
58801,2.994736909866333,3.5600273609161377
67904,0.9184480905532837,1.186684489250183
146536,1.3562933206558228,1.686384916305542
77001,3.0868425369262695,3.486937999725342
5459,1.4614264965057373,2.3600127696990967
169431,2.4706923961639404,2.921541452407837
54910,4.241945266723633,4.652763843536377
164316,2.365147352218628,3.100287914276123
170268,1.0534135103225708,1.3627543449401855
184614,1.3134828805923462,1.5406397581100464
174169,1.0865284204483032,1.4319124221801758
198434,6.757715702056885,8.32886028289795
103573,3.424671173095703,4.028538227081299
146337,3.1727089881896973,3.694169282913208
187801,3.207798719406128,4.166921138763428
128721,1.0797017812728882,1.5503981113433838
114527,5.529358863830566,6.155642032623291
162568,6.21716833114624,6.5140533447265625
36203,3.2401862144470215,3.8040144443511963
158560,0.9732398986816406,1.3364100456237793
83204,1.017605185508728,1.4839898347854614
63454,1.0011259317398071,1.2517931461334229
67427,1.506338119506836,2.0621697902679443
45330,1.0715409517288208,1.2430516481399536
78328,0.8768338561058044,1.088087797164917
17363,1.1532022953033447,1.4971758127212524
111069,1.222697138786316,1.522857666015625
98207,1.1872183084487915,1.4136383533477783
191688,2.3468353748321533,2.6751766204833984
108137,2.173527240753174,2.53619384765625
117827,3.4168286323547363,4.206291675567627
154813,3.0143494606018066,4.084807395935059
94220,0.7618188858032227,0.8830930590629578
25581,2.1652801036834717,3.835988759994507
3339,5.504533290863037,6.1922287940979
15240,1.348435401916504,1.8554967641830444
159131,1.7573155164718628,2.631467580795288
127139,1.6542961597442627,2.2077620029449463
31308,1.0796754360198975,1.1654942035675049
165680,0.6263208985328674,0.8338152766227722
175807,1.5266457796096802,2.0622575283050537
169276,1.1631056070327759,1.4994679689407349
37173,1.8661099672317505,2.36196231842041
184348,1.28309965133667,1.547863483428955
152851,1.9006987810134888,2.725321054458618
176839,1.0507477521896362,1.337454080581665
28421,3.2211062908172607,3.454012632369995
30959,0.8741011619567871,1.0980782508850098
187139,3.3276448249816895,4.142125129699707
75618,2.8431026935577393,3.654247999191284
193935,1.4202414751052856,1.643144965171814
112992,3.2452902793884277,3.8138763904571533
69366,0.9732648730278015,1.0222140550613403
30413,0.8936931490898132,1.0515573024749756
114819,1.0674458742141724,1.3339927196502686
69853,2.6342415809631348,3.639981508255005
106010,2.5339913368225098,3.015728712081909
38387,1.0823509693145752,1.3074023723602295
52506,1.4558888673782349,2.2559258937835693
142158,0.794833242893219,0.9905362725257874
1841,1.0793983936309814,1.2840615510940552
121809,1.7242021560668945,2.052180051803589
173139,1.843214750289917,2.106894016265869
132036,3.6189231872558594,3.8779728412628174
106509,0.8517256379127502,1.3141802549362183
22916,0.9842749834060669,1.4664288759231567
180326,1.2476614713668823,1.6335114240646362
70165,0.7623871564865112,0.8983456492424011
188670,1.6354645490646362,1.9160951375961304
109470,3.246389627456665,3.9404046535491943
8286,2.6919562816619873,3.2803401947021484
145397,1.6912299394607544,2.7027058601379395
134313,4.15395450592041,5.7837700843811035
101091,3.368192672729492,4.008784770965576
163132,2.758190393447876,3.4712703227996826
101600,4.6334333419799805,4.9058003425598145
193005,5.296395301818848,5.883988380432129
96225,2.4988131523132324,3.1043121814727783
105644,3.5858871936798096,3.9297056198120117
135351,3.0349743366241455,3.5934970378875732
147325,2.098304271697998,2.940282106399536
24248,1.3299055099487305,1.7191697359085083
16469,1.4275555610656738,1.744187355041504
118113,2.846813440322876,3.457164764404297
182775,2.1333374977111816,2.792545795440674
5453,1.6796520948410034,1.8826830387115479
155087,3.226781129837036,4.2239179611206055
196859,1.4008382558822632,2.3252363204956055
37242,1.7012475728988647,2.3723771572113037
185858,2.018886089324951,2.8116559982299805
29490,0.8400755524635315,1.039691686630249
106085,4.684711933135986,5.083410263061523
117826,1.1952356100082397,1.7360092401504517
142883,0.9818965196609497,1.1743992567062378
90855,1.905880331993103,2.2864913940429688
63259,2.6268513202667236,3.1448843479156494
146651,3.4156320095062256,4.435459136962891
29961,2.4225707054138184,2.971633195877075
32237,2.020587682723999,2.7232868671417236
24912,4.225552082061768,4.81166934967041
18234,1.144670009613037,1.689993977546692
12823,1.6471081972122192,2.06013560295105
999,2.5481879711151123,3.5501744747161865
142998,1.2714285850524902,1.632439374923706
14284,3.5202455520629883,4.2370734214782715
34267,3.0825116634368896,3.8643012046813965
142706,2.7015225887298584,3.1832499504089355
96239,4.078229904174805,4.855013370513916
142963,1.2276952266693115,1.5823601484298706
19532,1.7468656301498413,2.143953561782837
48407,3.49868106842041,3.91550350189209
57086,2.4400687217712402,3.049921751022339
48888,2.375352382659912,2.8517868518829346
179471,2.3521318435668945,3.116580009460449
6992,0.8217220902442932,1.0301560163497925
48314,2.2407562732696533,2.9541783332824707
110910,1.5781147480010986,2.3578171730041504
91999,1.5771867036819458,2.16859769821167
84618,3.3952560424804688,4.321691036224365
111742,1.4674843549728394,1.9170925617218018
74373,0.8647386431694031,1.170375108718872
7865,1.1012318134307861,1.3873631954193115
41975,2.737989664077759,3.445098400115967
111963,3.784043788909912,4.006775856018066
136240,1.5042626857757568,1.9688560962677002
35593,1.5265591144561768,2.010357141494751
83744,2.0018370151519775,2.292426824569702
85426,1.261098027229309,1.3978018760681152
88048,1.740628719329834,2.28033185005188
171309,0.9097836017608643,1.1299662590026855
36164,2.969862222671509,3.3147740364074707
197872,3.7074990272521973,4.46245002746582
94815,1.2383419275283813,1.481953740119934
189908,1.4116500616073608,2.069737672805786
79265,2.562191963195801,3.290701389312744
196701,3.3818392753601074,4.1053266525268555
36485,1.4098179340362549,1.5892170667648315
50261,0.6296181678771973,0.7572845816612244
126391,0.8945453763008118,1.1608412265777588
197458,1.7951568365097046,2.2290689945220947
98405,1.3589222431182861,1.5906800031661987
68517,1.2620844841003418,1.5393321514129639
105835,1.2603577375411987,1.7653756141662598
66150,1.08963143825531,1.341927170753479
69615,1.3713666200637817,1.7098966836929321
150717,3.6165597438812256,4.425559997558594
72448,1.3888726234436035,1.82079017162323
130710,1.39979088306427,1.8653440475463867
13365,2.828702688217163,3.7006425857543945
187933,3.672443151473999,3.7668075561523438
26111,1.2616262435913086,1.5930670499801636
70304,4.067561626434326,4.382603168487549
111818,0.9993314743041992,1.2217230796813965
8278,2.671396255493164,3.0376548767089844
100657,1.8695985078811646,2.4114105701446533
137976,2.7262206077575684,3.1335372924804688
54799,3.9417617321014404,5.287765026092529
126331,4.698210716247559,6.29186487197876
34285,1.438313364982605,1.8306721448898315
94786,2.7443785667419434,3.1067562103271484
187965,2.6092848777770996,3.49267840385437
96527,4.079079627990723,4.535912036895752
114452,3.6513595581054688,3.9917960166931152
17234,3.1324870586395264,3.374223232269287
186939,0.8348318338394165,1.0643055438995361
136906,1.2287794351577759,1.3532203435897827
147558,0.930513322353363,1.1343748569488525
88963,1.2487748861312866,1.3698914051055908
107047,2.2848012447357178,2.825798273086548
94895,2.9066555500030518,3.3494086265563965
127614,1.3529942035675049,2.065822124481201
40637,3.033041000366211,3.7251179218292236
201234,2.648597002029419,3.711028814315796
90935,3.713092088699341,4.266544818878174
187035,2.385817766189575,3.0690159797668457
49282,2.7391388416290283,3.1763246059417725
86102,4.752941131591797,5.2288055419921875
104081,1.218621015548706,1.7148092985153198
18599,2.726797580718994,3.3713912963867188
59728,1.2910449504852295,1.5076285600662231
